,product_title,product_url,img_url,product_price,average_rating,reviews_count,width,height,legth,breadcrumbs_category_main,breadcrumbs_category_sub
1077,GRUBBAN Step stool - black/birch,https://www.ikea.com/us/en/p/grubban-step-stool-black-birch-70488506/,https://www.ikea.com/us/en/images/products/grubban-step-stool-black-birch__0984967_pe818578_s5.jpg,17.99,5.0,1.0,18.0,1.25,19.75,Chairs,Step stools & step ladders
1078,FLINTAN Office chair with armrests - black,https://www.ikea.com/us/en/p/flintan-office-chair-with-armrests-black-s29424471/,https://www.ikea.com/us/en/images/products/flintan-office-chair-with-armrests-beige__1007238_pe825958_s5.jpg,99.99,4.7,3.0,19.0,6.25,29.75,Chairs,Desk chairs
1079,LÅNGFJÄLL Office chair with armrests - Gunnared beige/white,https://www.ikea.com/us/en/p/langfjaell-office-chair-with-armrests-gunnared-beige-white-s89252768/,https://www.ikea.com/us/en/images/products/langfjaell-conference-chair-with-armrests-gunnared-beige-white__0725412_pe734844_s5.jpg,179.0,4.0,4.0,19.0,17.75,21.25,Chairs,Desk chairs
1080,"BERGMUND Bar stool with backrest - white/Ryrane dark blue 29 1/2 """,https://www.ikea.com/us/en/p/bergmund-bar-stool-with-backrest-white-ryrane-dark-blue-s79471785/,https://www.ikea.com/us/en/images/products/bergmund-bar-stool-with-backrest-white-djuparp-dark-gray__0941024_pe795290_s5.jpg,105.0,0.0,0.0,20.75,5.0,37.75,Chairs,Bar stools & chairs
1081,"HANSOLLE Bar stool - black-brown 26 """,https://www.ikea.com/us/en/p/hansolle-bar-stool-black-brown-90449608/,https://www.ikea.com/us/en/images/products/hansolle-bar-stool-black-brown__0987269_pe817486_s5.jpg,145.0,0.0,0.0,19.25,7.5,39.25,Chairs,Bar stools & chairs
1082,"BERGMUND Bar stool with backrest - black/Orrsta light gray 24 3/8 """,https://www.ikea.com/us/en/p/bergmund-bar-stool-with-backrest-black-orrsta-light-gray-s29471778/,https://www.ikea.com/us/en/images/products/bergmund-bar-stool-with-backrest-black-djuparp-dark-gray__1002178_pe824633_s5.jpg,90.0,0.0,0.0,20.75,5.0,34.5,Chairs,Bar stools & chairs
1083,"PYNTEN Seat pad - red 16 ¼x17 """,https://www.ikea.com/us/en/p/pynten-seat-pad-red-20479241/,https://www.ikea.com/us/en/images/products/pynten-seat-pad-beige__0925094_pe788709_s5.jpg,5.0,3.4,8.0,16.25,0.75,17.0,Chairs,Chair pads
1084,"BERNHARD Bar stool with backrest - chrome plated/Mjuk white 26 """,https://www.ikea.com/us/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-white-80272662/,https://www.ikea.com/us/en/images/products/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-white__0727477_pe735703_s5.jpg,159.0,4.8,33.0,21.0,16.5,25.75,Chairs,Bar stools & chairs
1085,KARLJAN Chair - turquoise/Kabusa turquoise,https://www.ikea.com/us/en/p/karljan-chair-turquoise-kabusa-turquoise-40497060/,https://www.ikea.com/us/en/images/products/karljan-chair-dark-gray-kabusa-dark-gray__0714669_pe730181_s5.jpg,35.0,4.8,17.0,22.0,3.0,29.5,Chairs,Dining chairs
1086,TERJE Folding chair - white/Knisa light gray,https://www.ikea.com/us/en/p/terje-folding-chair-white-knisa-light-gray-00486271/,https://www.ikea.com/us/en/images/products/terje-folding-chair-black__0727321_pe735619_s5.jpg,30.0,4.4,47.0,17.25,3.5,34.75,Chairs,Dining chairs
1087,"SKOGSTA Bench - acacia 47 1/4 """,https://www.ikea.com/us/en/p/skogsta-bench-acacia-30297957/,https://www.ikea.com/us/en/images/products/skogsta-bench-acacia__0365463_pe548271_s5.jpg,69.99,5.0,81.0,12.5,3.5,48.5,Chairs,Stools & benches
1088,SAKARIAS Armchair - black/Kvillsfors,https://www.ikea.com/us/en/p/sakarias-armchair-black-kvillsfors-s99481712/,https://www.ikea.com/us/en/images/products/sakarias-armchair-black-inseros-white__0729765_pe737132_s5.jpg,139.0,4.6,5.0,27.25,10.75,43.75,Chairs,Dining chairs
1089,EKEDALEN Chair - brown/Orrsta light gray,https://www.ikea.com/us/en/p/ekedalen-chair-brown-orrsta-light-gray-10341107/,https://www.ikea.com/us/en/images/products/ekedalen-chair-black-orrsta-light-gray__0657599_pe709869_s5.jpg,60.0,4.8,108.0,17.5,5.75,37.5,Chairs,Dining chairs
1090,MILLBERGET Swivel chair - Murum dark brown,https://www.ikea.com/us/en/p/millberget-swivel-chair-murum-dark-brown-80489402/,https://www.ikea.com/us/en/images/products/millberget-swivel-chair-murum-beige__1020141_pe831795_s5.jpg,79.99,0.0,0.0,21.5,9.0,29.75,Chairs,Desk chairs
1091,BERGMUND Chair w medium long cover - white/Nolhaga gray/beige,https://www.ikea.com/us/en/p/bergmund-chair-w-medium-long-cover-white-nolhaga-gray-beige-s39471725/,https://www.ikea.com/us/en/images/products/bergmund-chair-w-medium-long-cover-white-djuparp-dark-gray__0948768_pe799261_s5.jpg,90.0,4.0,1.0,20.0,8.75,24.25,Chairs,Dining chairs
1092,"MALINDA Chair pad 16/14x15x3 """,https://www.ikea.com/us/en/p/malinda-chair-pad-20513301/,https://www.ikea.com/us/en/images/products/malinda-chair-pad-dark-blue__1041998_pe841208_s5.jpg,4.99,5.0,1.0,15.75,2.75,15.75,Chairs,Chair pads
1093,BERGMUND Chair - black/Orrsta light gray,https://www.ikea.com/us/en/p/bergmund-chair-black-orrsta-light-gray-s99471708/,https://www.ikea.com/us/en/images/products/bergmund-chair-black-fagelfors-multicolor__0926561_pe789344_s5.jpg,80.0,5.0,2.0,20.0,8.75,24.25,Chairs,Dining chairs
1094,BERGMUND Chair with long cover - black/Kolboda beige/dark gray,https://www.ikea.com/us/en/p/bergmund-chair-with-long-cover-black-kolboda-beige-dark-gray-s29471716/,https://www.ikea.com/us/en/images/products/bergmund-chair-with-long-cover-black-inseros-white__0859534_pe780958_s5.jpg,95.0,5.0,1.0,20.0,8.75,24.25,Chairs,Dining chairs
1095,"BERTIL Chair pad - gray 13 """,https://www.ikea.com/us/en/p/bertil-chair-pad-gray-90141977/,https://www.ikea.com/us/en/images/products/bertil-chair-pad-gray__0084208_pe210683_s5.jpg,5.99,4.5,36.0,13.0,0.5,13.0,Chairs,Chair pads
1096,"INGOLF Bar stool with backrest - white 29 1/8 """,https://www.ikea.com/us/en/p/ingolf-bar-stool-with-backrest-white-00121766/,https://www.ikea.com/us/en/images/products/ingolf-bar-stool-with-backrest-brown-black__0728067_pe736040_s5.jpg,75.0,4.2,212.0,16.5,5.0,41.5,Chairs,Bar stools & chairs
1097,"BESTÅ TV bench with drawers - white/Bergsviken/Ösarp black 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-white-bergsviken-oesarp-black-s49420274/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,245.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1098,"BESTÅ TV bench with drawers - white/Bergsviken/Ösarp beige 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-white-bergsviken-oesarp-beige-s09435852/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,245.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1099,"BESTÅ TV bench with doors - white/Bergsviken beige 70 7/8x16 1/2x15 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-white-bergsviken-beige-s49422211/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-black-brown-bjoerkoeviken-brown-stained-oak-veneer__0993133_pe820433_s5.jpg,279.0,4.2,11.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1100,"BESTÅ TV bench with drawers - black-brown/Laxviken/Stubbarp black 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-black-brown-laxviken-stubbarp-black-s29435865/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,211.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1101,"BESTÅ TV storage combination/glass doors - white/Lappviken white clear glass 94 1/2x16 1/2x74 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s79411305/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0990767_pe819215_s5.jpg,479.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV & media storage
1102,"BESTÅ TV storage combination/glass doors - white/Selsviken high gloss/beige clear glass 94 1/2x16 1/2x91 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-beige-clear-glass-s79412244/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0990790_pe819245_s5.jpg,899.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV & media storage
1103,"BESTÅ TV bench with drawers - walnut effect light gray/Selsviken high-gloss/beige 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-walnut-effect-light-gray-selsviken-high-gloss-beige-s59399168/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,241.0,0.0,0.0,16.0,4.25,49.0,TV & media furniture,TV stands & benches
1104,"BESTÅ TV unit with doors and drawers - white/Lappviken/Stubbarp white 94 1/2x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-and-drawers-white-lappviken-stubbarp-white-s39297514/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0992625_pe820145_s5.jpg,384.0,0.0,0.0,16.25,4.5,52.0,TV & media furniture,TV stands & benches
1105,"BESTÅ TV storage combination/glass doors - walnut effect light gray/Selsviken high-gloss/white frosted glass 94 1/2x16 1/2x50 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-walnut-effect-light-gray-selsviken-high-gloss-white-frosted-glass-s79406262/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-glassvik-laxviken-black__0992869_pe820296_s5.jpg,424.0,0.0,0.0,16.0,4.25,73.0,TV & media furniture,TV & media storage
1106,"LOMMARP TV unit - dark blue-green 62 5/8x17 3/4x31 7/8 """,https://www.ikea.com/us/en/p/lommarp-tv-unit-dark-blue-green-00435385/,https://www.ikea.com/us/en/images/products/lommarp-tv-unit-black__0964387_pe809023_s5.jpg,289.0,4.8,51.0,20.0,4.5,29.75,TV & media furniture,TV stands & benches
1107,"BRUSALI TV unit - brown 47 1/4x14 1/8x24 3/8 """,https://www.ikea.com/us/en/p/brusali-tv-unit-brown-70439771/,https://www.ikea.com/us/en/images/products/brusali-tv-unit-brown__0351584_pe538332_s5.jpg,69.99,4.7,18.0,14.75,4.0,49.0,TV & media furniture,TV stands & benches
1108,"BESTÅ TV bench with drawers - black-brown/Kallviken/Stubbarp dark gray 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-black-brown-kallviken-stubbarp-dark-gray-s69420013/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,221.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1109,"BESTÅ TV storage combination/glass doors - black-brown/Selsviken high gloss/black smoked glass 70 7/8x16 1/2x75 5/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s49407215/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-kallviken-dark-gray__0992965_pe820372_s5.jpg,559.0,4.5,2.0,16.25,2.5,52.0,TV & media furniture,TV & media storage
1110,"BESTÅ TV unit with drawers and door - white/Bergsviken beige 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-bergsviken-beige-s49432465/,https://www.ikea.com/us/en/images/products/besta-tv-unit-with-drawers-and-door-black-brown-bjoerkoeviken-brown-stained-oak-veneer__0994257_pe820915_s5.jpg,279.0,5.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1111,"BESTÅ TV storage combination/glass doors - white/Selsviken high-gloss/white frosted glass 94 1/2x16 1/2x50 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-white-frosted-glass-s19330492/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-glassvik-laxviken-black__0992869_pe820296_s5.jpg,424.0,3.3,3.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1112,"BESTÅ TV storage combination/glass doors - white/Selsviken high gloss/beige frosted glass 94 1/2x16 1/2x50 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-beige-frosted-glass-s59330490/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-glassvik-laxviken-black__0992869_pe820296_s5.jpg,424.0,3.3,3.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1113,"BAGGEBO TV storage combination - white metal 68 1/2x13 3/4x63 """,https://www.ikea.com/us/en/p/baggebo-tv-storage-combination-white-metal-s29443653/,https://www.ikea.com/us/en/images/products/baggebo-tv-storage-combination-white-metal__1043125_pe841672_s5.jpg,94.96,0.0,0.0,10.25,2.75,64.75,TV & media furniture,TV & media storage
1114,"BESTÅ TV unit - black-brown/Selsviken high-gloss/brown 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-black-brown-selsviken-high-gloss-brown-s89328570/,https://www.ikea.com/us/en/images/products/besta-tv-unit-with-drawers-and-door-black-brown-bjoerkoeviken-brown-stained-oak-veneer__0994257_pe820915_s5.jpg,249.0,5.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1115,"BESTÅ / EKET TV bench - white/Selsviken high-gloss/white 70 7/8x16 1/2x65 3/8 """,https://www.ikea.com/us/en/p/besta-eket-tv-bench-white-selsviken-high-gloss-white-s29476766/,https://www.ikea.com/us/en/images/products/besta-eket-tv-bench-white-lappviken-white__1068919_pe853663_s5.jpg,514.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1116,"BESTÅ TV bench with drawers - white/Hanviken/Stubbarp white clear glass 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-white-hanviken-stubbarp-white-clear-glass-s29400516/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-glassvik-selsviken-nannarp-black__0990904_pe819293_s5.jpg,313.0,2.0,2.0,16.25,2.5,52.0,TV & media furniture,TV stands & benches
1117,"BESTÅ TV storage combination/glass doors - white/Hanviken white clear glass 118 1/8x16 1/2x83 1/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass-s39406725/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0991955_pe819709_s5.jpg,689.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1118,"BESTÅ TV storage combination/glass doors - white/Lappviken white clear glass 118 1/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s09330794/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0989525_pe818522_s5.jpg,609.0,4.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1119,"BESTÅ TV bench - white/Selsviken high-gloss/white 70 7/8x16 1/2x72 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-white-selsviken-high-gloss-white-s59477279/,https://www.ikea.com/us/en/images/products/besta-tv-bench-white-selsviken-high-gloss-white__1068920_pe853666_s5.jpg,489.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1120,"HAUGA TV/storage combination - gray 109x18 1/8x78 3/8 """,https://www.ikea.com/us/en/p/hauga-tv-storage-combination-gray-s99388747/,https://www.ikea.com/us/en/images/products/hauga-tv-storage-combination-gray__0917824_pe786006_s5.jpg,367.0,0.0,0.0,18.25,3.25,29.25,TV & media furniture,TV & media storage
1121,"BESTÅ TV bench with doors and drawers - white/Lappviken/Stubbarp light gray-brown 94 1/2x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-doors-and-drawers-white-lappviken-stubbarp-light-gray-brown-s29435945/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0992625_pe820145_s5.jpg,424.0,0.0,0.0,16.25,4.5,52.0,TV & media furniture,TV stands & benches
1122,"BESTÅ TV storage combination/glass doors - white/Lappviken white clear glass 94 1/2x16 1/2x91 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s49412165/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0990790_pe819245_s5.jpg,739.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV & media storage
1123,"BESTÅ TV unit with doors - walnut effect light gray/Selsviken high-gloss/white 70 7/8x16 1/2x15 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-walnut-effect-light-gray-selsviken-high-gloss-white-s39330684/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-black-brown-bjoerkoeviken-brown-stained-oak-veneer__0993133_pe820433_s5.jpg,249.0,4.2,11.0,16.0,4.25,73.0,TV & media furniture,TV stands & benches
1124,"BESTÅ TV storage combination/glass doors - white/Selsviken high-gloss/white frosted glass 118 1/8x16 1/2x76 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-white-frosted-glass-s19330798/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0989525_pe818522_s5.jpg,709.0,4.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1125,"BESTÅ TV storage combination/glass doors - black-brown Lappviken/light gray-brown clear glass 118 1/8x16 1/2x83 1/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass-s49417851/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0991955_pe819709_s5.jpg,689.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1126,"BESTÅ TV unit with doors and drawers - white/Hanviken/Stubbarp white 94 1/2x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-and-drawers-white-hanviken-stubbarp-white-s09297520/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0992625_pe820145_s5.jpg,424.0,0.0,0.0,16.25,4.5,52.0,TV & media furniture,TV stands & benches
1127,"BESTÅ TV bench - white Sindvik/Lappviken/Mejarp light gray-brown 70 7/8x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-white-sindvik-lappviken-mejarp-light-gray-brown-s69420372/,https://www.ikea.com/us/en/images/products/besta-tv-bench-black-brown-sindvik-lappviken-mejarp-light-gray-brown__0988807_pe818225_s5.jpg,282.0,3.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1128,"BESTÅ TV storage combination/glass doors - black-brown/Selsviken high gloss/beige clear glass 118 1/8x16 1/2x91 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-beige-clear-glass-s39411029/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0989703_pe818573_s5.jpg,1134.0,4.3,3.0,16.25,2.5,52.0,TV & media furniture,TV & media storage
1129,"BESTÅ TV storage combination/glass doors - black-brown/Selsviken high gloss/brown clear glass 118 1/8x16 1/2x91 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-brown-clear-glass-s79411027/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0989703_pe818573_s5.jpg,1134.0,4.3,3.0,16.25,2.5,52.0,TV & media furniture,TV & media storage
1130,"BESTÅ TV storage combination/glass doors - white/Lappviken white clear glass 118 1/8x16 1/2x83 1/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s19406726/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0991955_pe819709_s5.jpg,634.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1131,"BESTÅ TV bench with drawers - white/Kallviken/Stubbarp dark gray 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-white-kallviken-stubbarp-dark-gray-s99419942/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,221.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1132,"BRIMNES / BURHULT TV storage combination - white 101 5/8x16 1/8x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-burhult-tv-storage-combination-white-s79398672/,https://www.ikea.com/us/en/images/products/brimnes-burhult-tv-storage-combination-white__0943475_pe796943_s5.jpg,265.97,0.0,0.0,7.75,0.5,23.25,TV & media furniture,TV & media storage
1133,"BESTÅ TV unit with doors - white/Hanviken white 70 7/8x16 1/2x15 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-doors-white-hanviken-white-s69330687/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-doors-black-brown-bjoerkoeviken-brown-stained-oak-veneer__0993133_pe820433_s5.jpg,219.0,4.2,11.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1134,"HAVSTA TV storage combination/glass doors - dark brown 126 3/4x18 1/2x83 1/2 """,https://www.ikea.com/us/en/p/havsta-tv-storage-combination-glass-doors-dark-brown-s89386193/,https://www.ikea.com/us/en/images/products/havsta-tv-storage-combination-glass-doors-dark-brown__0914327_pe783937_s5.jpg,987.0,0.0,0.0,19.25,7.25,36.5,TV & media furniture,TV & media storage
1135,"BESTÅ TV storage combination/glass doors - black-brown/Selsviken high gloss/black smoked glass 94 1/2x16 1/2x50 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s49406305/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-glassvik-laxviken-black__0992869_pe820296_s5.jpg,424.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1136,"BESTÅ TV unit - white/Sutterviken/Kabbarp white 70 7/8x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-white-sutterviken-kabbarp-white-s39384530/,https://www.ikea.com/us/en/images/products/besta-tv-bench-black-brown-sindvik-lappviken-mejarp-light-gray-brown__0988807_pe818225_s5.jpg,254.0,3.0,2.0,16.25,4.25,73.0,TV & media furniture,TV stands & benches
1137,"BESTÅ TV storage combination/glass doors - white/Hanviken white clear glass 94 1/2x16 1/2x74 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass-s49411302/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-sindvik-lappviken-light-gray-brown__0990767_pe819215_s5.jpg,519.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV & media storage
1138,"BESTÅ TV unit with drawers - black-brown/Selsviken/Nannarp high gloss/beige clear glass 70 7/8x16 1/2x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-black-brown-selsviken-nannarp-high-gloss-beige-clear-glass-s59194058/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-glassvik-selsviken-nannarp-black__0990904_pe819293_s5.jpg,373.0,2.0,2.0,16.25,2.5,52.0,TV & media furniture,TV stands & benches
1139,"BESTÅ TV bench with drawers - white/Selsviken high-gloss/white 47 1/4x16 1/2x18 7/8 """,https://www.ikea.com/us/en/p/besta-tv-bench-with-drawers-white-selsviken-high-gloss-white-s09399203/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-bjoerkoeviken-stubbarp-brown-stained-oak-veneer__0994249_pe820907_s5.jpg,241.0,0.0,0.0,16.25,4.5,49.0,TV & media furniture,TV stands & benches
1140,"BESTÅ TV unit with drawers - Lappviken/Sindvik white clear glass 70 7/8x15 3/4x29 1/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-lappviken-sindvik-white-clear-glass-s49194105/,https://www.ikea.com/us/en/images/products/besta-tv-bench-with-drawers-black-brown-glassvik-selsviken-nannarp-black__0990904_pe819293_s5.jpg,303.0,2.0,2.0,16.25,2.5,52.0,TV & media furniture,TV stands & benches
1141,"BESTÅ TV storage combination/glass doors - white/Selsviken high gloss/white clear glass 118 1/8x16 1/2x83 1/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-white-clear-glass-s59406729/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0991955_pe819709_s5.jpg,764.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1142,"LIATORP TV storage combination - white 57 1/8x19 1/4 """,https://www.ikea.com/us/en/p/liatorp-tv-storage-combination-white-s09028759/,https://www.ikea.com/us/en/images/products/liatorp-tv-storage-combination-white__0643927_pe702268_s5.jpg,431.0,5.0,3.0,18.5,3.75,29.25,TV & media furniture,TV & media storage
1143,"BESTÅ TV storage combination/glass doors - white/Selsviken high-gloss/white frosted glass 94 1/2x16 1/2x50 3/4 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-white-selsviken-high-gloss-white-frosted-glass-s49406273/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-glassvik-laxviken-black__0992869_pe820296_s5.jpg,424.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
1144,"BESTÅ TV storage combination/glass doors - black-brown/Lappviken black-brown clear glass 118 1/8x16 1/2x83 1/8 """,https://www.ikea.com/us/en/p/besta-tv-storage-combination-glass-doors-black-brown-lappviken-black-brown-clear-glass-s59406710/,https://www.ikea.com/us/en/images/products/besta-tv-storage-combination-glass-doors-black-brown-lappviken-light-gray-brown-clear-glass__0991955_pe819709_s5.jpg,634.0,0.0,0.0,16.25,4.25,73.0,TV & media furniture,TV & media storage
