,product_title,product_url,img_url,product_price,average_rating,reviews_count,width,height,legth,breadcrumbs_category_main,breadcrumbs_category_sub
791,"BEKANT Corner desk-right - black stained ash veneer/white 63x43 1/4 """,https://www.ikea.com/us/en/p/bekant-corner-desk-right-black-stained-ash-veneer-white-s99282901/,https://www.ikea.com/us/en/images/products/bekant-corner-desk-right-black-stained-ash-veneer-black__0736445_pe740557_s5.jpg,279.0,4.5,22.0,45.0,0.75,65.75,Tables & desks,Desks & computer desks
792,BJÖRKÅSEN Laptop stand - beige,https://www.ikea.com/us/en/p/bjoerkasen-laptop-stand-beige-90467838/,https://www.ikea.com/us/en/images/products/bjoerkasen-laptop-stand-anthracite__0955981_pe804392_s5.jpg,24.99,4.6,53.0,14.25,2.75,20.0,Tables & desks,Desks & computer desks
793,"LAGKAPTEN / KRILLE Desk - black-brown/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-krille-desk-black-brown-white-s19417032/,https://www.ikea.com/us/en/images/products/lagkapten-krille-desk-black-brown-white__0977490_pe813616_s5.jpg,83.99,4.0,2.0,23.5,1.5,47.25,Tables & desks,Desks & computer desks
794,"MÖCKELBY / BERGMUND Table and 6 chairs - oak/Kolboda beige/dark gray 92 1/2x39 3/8 """,https://www.ikea.com/us/en/p/moeckelby-bergmund-table-and-6-chairs-oak-kolboda-beige-dark-gray-s79477037/,https://www.ikea.com/us/en/images/products/moeckelby-bergmund-table-and-6-chairs-oak-effect-kolboda-beige-dark-gray__0954363_pe803234_s5.jpg,1199.0,0.0,0.0,20.75,1.75,95.0,Tables & desks,Dining sets
795,"HEMNES Dressing table with mirror - white 39 3/8x19 5/8 """,https://www.ikea.com/us/en/p/hemnes-dressing-table-with-mirror-white-30374413/,https://www.ikea.com/us/en/images/products/hemnes-dressing-table-with-mirror-white__0627085_pe693165_s5.jpg,249.0,4.8,20.0,20.25,5.0,41.25,Tables & desks,Makeup vanities & dressing tables
796,DUNDRA Activity table with storage - white/gray,https://www.ikea.com/us/en/p/dundra-activity-table-with-storage-white-gray-30472499/,https://www.ikea.com/us/en/images/products/dundra-activity-table-with-storage-white-gray__0938734_pe794259_s5.jpg,99.0,4.8,9.0,21.5,2.5,47.5,Tables & desks,Kids tables
797,"VITTSJÖ Laptop stand - white/glass 13 3/4x25 5/8 """,https://www.ikea.com/us/en/p/vittsjoe-laptop-stand-white-glass-90303446/,https://www.ikea.com/us/en/images/products/vittsjoe-laptop-stand-black-brown-glass__0176250_pe329143_s5.jpg,29.99,4.6,192.0,14.25,3.5,22.75,Tables & desks,Nightstands
798,"LAGKAPTEN / ALEX Desk - dark gray/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-dark-gray-white-s39416814/,https://www.ikea.com/us/en/images/products/lagkapten-alex-desk-black-brown-black__0977233_pe813476_s5.jpg,110.99,4.7,15.0,23.75,1.25,47.25,Tables & desks,Desks & computer desks
799,"LOMMARP Desk - light beige 35 3/8x21 1/4 """,https://www.ikea.com/us/en/p/lommarp-desk-light-beige-90442824/,https://www.ikea.com/us/en/images/products/lommarp-desk-dark-blue-green__0770954_pe755650_s5.jpg,149.0,4.1,19.0,22.75,3.5,37.5,Tables & desks,Desks & computer desks
800,"BRIMNES Nightstand - black 15 3/8x16 1/8 """,https://www.ikea.com/us/en/p/brimnes-nightstand-black-80340454/,https://www.ikea.com/us/en/images/products/brimnes-nightstand-black__0624434_pe691841_s5.jpg,39.99,4.6,201.0,16.0,4.25,22.5,Tables & desks,Nightstands
801,"LAGKAPTEN / ADILS Desk - dark gray/white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-adils-desk-dark-gray-white-s09416448/,https://www.ikea.com/us/en/images/products/lagkapten-adils-desk-black-brown-black__0977217_pe813462_s5.jpg,39.99,4.9,18.0,23.75,1.25,47.25,Tables & desks,Desks & computer desks
802,"BEKANT Corner desk-right - linoleum blue/black 63x43 1/4 """,https://www.ikea.com/us/en/p/bekant-corner-desk-right-linoleum-blue-black-s99282883/,https://www.ikea.com/us/en/images/products/bekant-corner-desk-right-black-stained-ash-veneer-black__0736445_pe740557_s5.jpg,299.0,4.5,22.0,45.0,0.75,65.75,Tables & desks,Desks & computer desks
803,"TROTTEN Cabinet with sliding doors - anthracite 31 1/2x29 1/2 """,https://www.ikea.com/us/en/p/trotten-cabinet-with-sliding-doors-anthracite-00474838/,https://www.ikea.com/us/en/images/products/trotten-cabinet-with-sliding-doors-anthracite__1009413_pe827585_s5.jpg,139.0,0.0,0.0,24.25,7.0,35.5,Tables & desks,Desks & computer desks
804,UTESPELARE Gaming desk - light gray,https://www.ikea.com/us/en/p/utespelare-gaming-desk-light-gray-40507629/,https://www.ikea.com/us/en/images/products/utespelare-gaming-desk-black__0985179_pe816538_s5.jpg,159.0,0.0,0.0,31.0,3.5,65.0,Tables & desks,Desks & computer desks
805,"INGATORP / BERGMUND Table and 4 chairs - white/Kolboda beige/dark gray 61/84 5/8 """,https://www.ikea.com/us/en/p/ingatorp-bergmund-table-and-4-chairs-white-kolboda-beige-dark-gray-s69477066/,https://www.ikea.com/us/en/images/products/ingatorp-ingolf-table-and-4-chairs-black-brown-black__0737937_pe741263_s5.jpg,709.0,4.8,6.0,36.75,5.0,62.75,Tables & desks,Dining sets
806,"TOMMARYD Tabletop - white stained oak veneer 51 1/8x27 1/2 """,https://www.ikea.com/us/en/p/tommaryd-tabletop-white-stained-oak-veneer-80473774/,https://www.ikea.com/us/en/images/products/tommaryd-tabletop-anthracite__0949490_pe799762_s5.jpg,89.0,5.0,1.0,28.25,1.25,53.5,Tables & desks,Dining tables
807,INGATORP / INGOLF Table and 2 chairs - white/white,https://www.ikea.com/us/en/p/ingatorp-ingolf-table-and-2-chairs-white-white-s99400495/,https://www.ikea.com/us/en/images/products/ingatorp-ingolf-table-and-2-chairs-white-white__0954400_pe803273_s5.jpg,249.0,4.8,4.0,26.75,4.25,32.0,Tables & desks,Dining sets
808,"LAGKAPTEN / KRILLE Desk - dark gray/white 55 1/8x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-krille-desk-dark-gray-white-s39417074/,https://www.ikea.com/us/en/images/products/lagkapten-krille-desk-black-brown-white__0976124_pe813015_s5.jpg,89.99,5.0,3.0,24.0,1.5,55.5,Tables & desks,Desks & computer desks
809,"YPPERLIG Table - ash 78 3/4x35 3/8 """,https://www.ikea.com/us/en/p/ypperlig-table-ash-80346583/,https://www.ikea.com/us/en/images/products/ypperlig-table-ash__0737127_pe740896_s5.jpg,229.0,4.6,34.0,16.0,4.25,67.5,Tables & desks,Dining tables
810,"LINNMON / OLOV Desk - white 39 3/8x23 5/8 """,https://www.ikea.com/us/en/p/linnmon-olov-desk-white-s19416198/,https://www.ikea.com/us/en/images/products/linnmon-olov-desk-black-brown__0974305_pe812351_s5.jpg,68.99,4.7,6.0,23.5,1.5,39.25,Tables & desks,Desks & computer desks
811,"IDÅSEN Desk - brown/dark gray 63x31 1/2 """,https://www.ikea.com/us/en/p/idasen-desk-brown-dark-gray-s99281039/,https://www.ikea.com/us/en/images/products/idasen-desk-black-dark-gray__0736570_pe740624_s5.jpg,299.0,4.7,10.0,32.25,1.5,63.75,Tables & desks,Desks & computer desks
812,"ALEX Desk - gray-turquoise 52x22 7/8 """,https://www.ikea.com/us/en/p/alex-desk-gray-turquoise-80483805/,https://www.ikea.com/us/en/images/products/alex-desk-black-brown__0977660_pe813727_s5.jpg,169.0,4.8,9.0,26.5,3.25,53.5,Tables & desks,Desks & computer desks
813,"SKOGSTA Dining table - acacia 92 1/2x39 3/8 """,https://www.ikea.com/us/en/p/skogsta-dining-table-acacia-70419264/,https://www.ikea.com/us/en/images/products/skogsta-dining-table-acacia__0546603_pe656255_s5.jpg,499.0,4.9,88.0,21.0,2.0,94.25,Tables & desks,Dining tables
814,"FJÄLLBO Side table with storage - black 13x25 1/4 """,https://www.ikea.com/us/en/p/fjaellbo-side-table-with-storage-black-70510772/,https://www.ikea.com/us/en/images/products/fjaellbo-side-table-with-storage-black__1003034_pe824996_s5.jpg,59.99,5.0,1.0,14.5,5.75,24.5,Tables & desks,Accent tables
815,"LAGKAPTEN / ALEX Desk - white/black-brown 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-white-black-brown-s59416865/,https://www.ikea.com/us/en/images/products/lagkapten-alex-desk-black-brown-black__0977233_pe813476_s5.jpg,110.99,4.7,15.0,23.75,1.25,47.25,Tables & desks,Desks & computer desks
816,MYLLRA Changing table with drawers - white,https://www.ikea.com/us/en/p/myllra-changing-table-with-drawers-white-30483582/,https://www.ikea.com/us/en/images/products/myllra-changing-table-with-drawers-white__0812339_pe776804_s5.jpg,229.0,2.5,2.0,24.25,2.5,39.0,Tables & desks,Changing tables
817,"BEKANT Corner table top right - black stained ash veneer 63x43 1/4 """,https://www.ikea.com/us/en/p/bekant-corner-table-top-right-black-stained-ash-veneer-80366284/,https://www.ikea.com/us/en/images/products/bekant-corner-table-top-right-black-stained-ash-veneer__0734722_pe739612_s5.jpg,120.0,5.0,6.0,45.0,0.75,65.75,Tables & desks,Desks & computer desks
818,"FJÄLLBO Laptop table - black 39 3/8x14 1/8 """,https://www.ikea.com/us/en/p/fjaellbo-laptop-table-black-30339735/,https://www.ikea.com/us/en/images/products/fjaellbo-laptop-table-black__0736007_pe740334_s5.jpg,59.99,4.8,73.0,15.75,3.25,40.25,Tables & desks,Desks & computer desks
819,"MICKE Desk - white 55 7/8x19 5/8 """,https://www.ikea.com/us/en/p/micke-desk-white-90214308/,https://www.ikea.com/us/en/images/products/micke-desk-black-brown__0736019_pe740346_s5.jpg,79.0,4.6,213.0,20.5,3.5,57.5,Tables & desks,Desks & computer desks
820,"HAUGA Desk - white 39 3/8x17 7/8 """,https://www.ikea.com/us/en/p/hauga-desk-white-90477677/,https://www.ikea.com/us/en/images/products/hauga-desk-gray__0955766_pe804103_s5.jpg,99.0,4.7,3.0,32.25,3.0,41.75,Tables & desks,Desks & computer desks
821,"OLOV Leg, adjustable - black",https://www.ikea.com/us/en/p/olov-leg-adjustable-black-30264301/,https://www.ikea.com/us/en/images/products/olov-leg-adjustable-black__0734628_pe739547_s5.jpg,15.0,4.2,74.0,4.75,2.5,22.75,Tables & desks,Desks & computer desks
822,"LUNNARP Coffee table - brown 35 3/8x21 5/8 """,https://www.ikea.com/us/en/p/lunnarp-coffee-table-brown-20399027/,https://www.ikea.com/us/en/images/products/lunnarp-coffee-table-brown__0593613_pe675310_s5.jpg,49.99,3.5,40.0,22.0,2.5,37.25,Tables & desks,Accent tables
823,"SKOGSTA / NORRARYD Table and 6 chairs - acacia/black 92 1/2x39 3/8 """,https://www.ikea.com/us/en/p/skogsta-norraryd-table-and-6-chairs-acacia-black-s19246144/,https://www.ikea.com/us/en/images/products/skogsta-norraryd-table-and-6-chairs-acacia-black__0549135_pe657574_s5.jpg,949.0,5.0,2.0,21.0,2.0,94.25,Tables & desks,Dining sets
824,"LAGKAPTEN / OLOV Desk - white 47 1/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-olov-desk-white-s79416770/,https://www.ikea.com/us/en/images/products/lagkapten-olov-desk-black-brown-black__0977584_pe813663_s5.jpg,83.99,3.0,2.0,23.75,1.25,47.25,Tables & desks,Desks & computer desks
825,"EKEDALEN / EKEDALEN Table and 6 chairs - brown/Orrsta light gray 70 7/8/94 1/2 """,https://www.ikea.com/us/en/p/ekedalen-ekedalen-table-and-6-chairs-brown-orrsta-light-gray-s39221449/,https://www.ikea.com/us/en/images/products/ekedalen-ekedalen-table-and-6-chairs-brown-orrsta-light-gray__0737436_pe741052_s5.jpg,659.0,4.8,13.0,36.5,1.0,75.25,Tables & desks,Dining sets
826,"INGO Table - pine 47 1/4x29 1/2 """,https://www.ikea.com/us/en/p/ingo-table-pine-14630009/,https://www.ikea.com/us/en/images/products/ingo-table-pine__0737092_pe740877_s5.jpg,79.0,4.7,41.0,30.0,3.0,47.75,Tables & desks,Dining tables
827,TROTTEN Table - white,https://www.ikea.com/us/en/p/trotten-table-white-s09429605/,https://www.ikea.com/us/en/images/products/trotten-table-white__1020999_pe832027_s5.jpg,159.0,0.0,0.0,33.5,1.0,34.5,Tables & desks,Desks & computer desks
828,"NORDVIKEN / NORRARYD Table and 4 chairs - white/black 59 7/8/87 3/4x37 3/8 """,https://www.ikea.com/us/en/p/nordviken-norraryd-table-and-4-chairs-white-black-s69305174/,https://www.ikea.com/us/en/images/products/nordviken-bergmund-table-and-4-chairs-black-ryrane-dark-blue__0954355_pe803226_s5.jpg,649.0,5.0,2.0,22.0,3.75,62.25,Tables & desks,Dining sets
829,"LAGKAPTEN / ALEX Desk - black-brown/white 78 3/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-alex-desk-black-brown-white-s29417687/,https://www.ikea.com/us/en/images/products/lagkapten-alex-desk-black-brown-black__0976183_pe813077_s5.jpg,209.99,4.7,12.0,23.75,1.5,79.25,Tables & desks,Desks & computer desks
830,"IDÅSEN Desk sit/stand - brown/dark gray 47 1/4x27 1/2 """,https://www.ikea.com/us/en/p/idasen-desk-sit-stand-brown-dark-gray-s19280963/,https://www.ikea.com/us/en/images/products/idasen-desk-sit-stand-black-dark-gray__0734935_pe739669_s5.jpg,579.0,4.8,6.0,28.25,1.5,48.0,Tables & desks,Desks & computer desks
831,"BEKANT Desk - black stained ash veneer/black 63x31 1/2 """,https://www.ikea.com/us/en/p/bekant-desk-black-stained-ash-veneer-black-s69282592/,https://www.ikea.com/us/en/images/products/bekant-desk-black-stained-ash-veneer-black__0736414_pe740529_s5.jpg,229.0,4.3,31.0,33.0,0.75,65.75,Tables & desks,Desks & computer desks
832,"MELLTORP Tabletop - white 49 1/4x29 1/2 """,https://www.ikea.com/us/en/p/melltorp-tabletop-white-90280096/,https://www.ikea.com/us/en/images/products/melltorp-underframe-white__0736910_pe740800_s5.jpg,35.0,3.9,22.0,30.25,0.75,51.5,Tables & desks,Dining tables
833,GULLIVER Changing table - white,https://www.ikea.com/us/en/p/gulliver-changing-table-white-80307039/,https://www.ikea.com/us/en/images/products/gulliver-changing-table-white__0627306_pe693289_s5.jpg,99.0,4.4,31.0,21.5,3.25,37.75,Tables & desks,Changing tables
834,"NORDEN / TERJE Table and 4 chairs - foldable white/Knisa white/light gray 10 1/4/35/59 7/8 """,https://www.ikea.com/us/en/p/norden-terje-table-and-4-chairs-foldable-white-knisa-white-light-gray-s59442360/,https://www.ikea.com/us/en/images/products/norden-terje-table-and-4-chairs-foldable-birch-black__1050992_pe844946_s5.jpg,319.0,0.0,0.0,26.25,3.5,32.5,Tables & desks,Dining sets
835,"BEKANT Desk with screen - white/gray 63x31 1/2 59 """,https://www.ikea.com/us/en/p/bekant-desk-with-screen-white-gray-s39387454/,https://www.ikea.com/us/en/images/products/bekant-desk-with-screen-white-gray__0937941_pe793894_s5.jpg,509.0,0.0,0.0,33.0,0.75,66.25,Tables & desks,Desks & computer desks
836,"LAGKAPTEN Tabletop - white 78 3/4x23 5/8 """,https://www.ikea.com/us/en/p/lagkapten-tabletop-white-00460836/,https://www.ikea.com/us/en/images/products/lagkapten-tabletop-black-brown__0977802_pe813784_s5.jpg,47.99,4.8,10.0,24.0,1.5,79.25,Tables & desks,Desks & computer desks
837,"STENSELE Table - anthracite/anthracite 27 3/8 """,https://www.ikea.com/us/en/p/stensele-table-anthracite-anthracite-s79288230/,https://www.ikea.com/us/en/images/products/stensele-table-anthracite-anthracite__0662009_pe711689_s5.jpg,119.0,5.0,1.0,24.25,4.5,24.5,Tables & desks,Café tables
838,"BEKANT Workstation - black stained ash veneer/black 126x86 5/8 """,https://www.ikea.com/us/en/p/bekant-workstation-black-stained-ash-veneer-black-s89282614/,https://www.ikea.com/us/en/images/products/bekant-workstation-black-stained-ash-veneer-black__0734987_pe739686_s5.jpg,1116.0,0.0,0.0,45.0,0.75,65.75,Tables & desks,Desks & computer desks
